id,name,runId,status,timeZone,exportFormat,interval,downloadUrl,viewType,period,filter,read,createdDateTime,modifiedDateTime,locale,percentageComplete,hasFormatDurations,hasSplitFilters,excludeEmptyRows,hasSplitByMedia,hasSummaryRow,csvDelimiter,hasCustomParticipantAttributes,dateLastConfirmed,intervalKeyType,enabled,selfUri
d542b9ec-e0dc-41dc-be77-ed168d2e58b8,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,ee81704c-85ab-4345-8355-672254ecaf7c,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/d1967c72d96bdac6,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:55:32Z,2022-07-08T07:55:33Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:55:32Z,ConversationStart,false,/api/v2/analytics/reporting/exports/d542b9ec-e0dc-41dc-be77-ed168d2e58b8
5d9e1b3a-f021-49da-832a-ddff1a9d3611,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,71e9bffa-bbc1-4bb2-83e8-e853d1b98982,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/faa8e71d5cadb3bd,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:55:18Z,2022-07-08T07:55:20Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:55:18Z,ConversationStart,false,/api/v2/analytics/reporting/exports/5d9e1b3a-f021-49da-832a-ddff1a9d3611
21dadf0e-185a-4f27-8a29-6afcc53316f0,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,047c972c-bba5-4fde-998f-de034f24b403,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/e0c969d75835b1c4,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:54:56Z,2022-07-08T07:54:58Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:54:56Z,ConversationStart,false,/api/v2/analytics/reporting/exports/21dadf0e-185a-4f27-8a29-6afcc53316f0
19ad3607-9843-4d9d-b4ac-05a735d4afe5,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,10442b91-8ee8-4249-be24-dd3269a9379f,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/abc553da7579e4e8,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:54:45Z,2022-07-08T07:54:47Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:54:45Z,ConversationStart,false,/api/v2/analytics/reporting/exports/19ad3607-9843-4d9d-b4ac-05a735d4afe5
f2b7d3fa-2d63-476f-a239-c7780b497d32,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,70e34f45-e1ed-4a66-95f7-57b8807f3cfa,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/d1282497eb743b1e,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:54:34Z,2022-07-08T07:54:36Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:54:34Z,ConversationStart,false,/api/v2/analytics/reporting/exports/f2b7d3fa-2d63-476f-a239-c7780b497d32
5f8b759b-13c6-401d-acc7-8978dda5788f,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,1c41a7dd-1ffb-4965-89c5-dbd867e648b1,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/30866a0d334cdfda,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:53:35Z,2022-07-08T07:53:37Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:53:35Z,ConversationStart,false,/api/v2/analytics/reporting/exports/5f8b759b-13c6-401d-acc7-8978dda5788f
0e96b981-d90c-452c-afdd-0928491544d9,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,6364873a-d045-4152-bf7d-f2bc158dc791,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/73c60f603ac204c5,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:53:26Z,2022-07-08T07:53:28Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:53:26Z,ConversationStart,false,/api/v2/analytics/reporting/exports/0e96b981-d90c-452c-afdd-0928491544d9
daf3c710-45a6-4a07-9db6-d7f8f2f77bcc,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,aa59bd17-c003-4d3b-a35b-d38e9b8aff25,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/3df65c0641ebdbc4,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:53:04Z,2022-07-08T07:53:05Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:53:03Z,ConversationStart,false,/api/v2/analytics/reporting/exports/daf3c710-45a6-4a07-9db6-d7f8f2f77bcc
4237580b-b3da-4a25-8c66-d0bc9f90176d,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,d85e41df-916d-41bd-b077-d33db05b8634,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/55d86f57c41b5a09,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:52:44Z,2022-07-08T07:52:45Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:52:44Z,ConversationStart,false,/api/v2/analytics/reporting/exports/4237580b-b3da-4a25-8c66-d0bc9f90176d
932f4318-2ea8-4e5b-905a-762224316e41,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,89db9c9c-50ef-4e8e-842c-673b0a2c67a0,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/1a81cdcafbf5de88,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:52:25Z,2022-07-08T07:52:26Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:52:25Z,ConversationStart,false,/api/v2/analytics/reporting/exports/932f4318-2ea8-4e5b-905a-762224316e41
4846d09a-4bab-4083-bd25-f29c37226217,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,bdaf6ccc-ac8e-404d-b0ca-7c25baba52b3,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/70df1b805945ca12,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:52:08Z,2022-07-08T07:52:10Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:52:08Z,ConversationStart,false,/api/v2/analytics/reporting/exports/4846d09a-4bab-4083-bd25-f29c37226217
3ff91a88-e95c-4e59-bf67-78576d55366d,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,ec6dcaa2-8ed6-4886-b51d-4b93089544f3,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/d3bb92ebfa2af7fe,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:51:22Z,2022-07-08T07:51:23Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:51:22Z,ConversationStart,false,/api/v2/analytics/reporting/exports/3ff91a88-e95c-4e59-bf67-78576d55366d
842dd9c8-1b94-4c38-a4b6-4c267078aa13,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,afc60d87-2b8c-4b81-ac08-90ae15c871d6,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/359b7822e96e7a44,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:50:53Z,2022-07-08T07:50:54Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:50:52Z,ConversationStart,false,/api/v2/analytics/reporting/exports/842dd9c8-1b94-4c38-a4b6-4c267078aa13
cf217777-c069-4df0-9626-dd0cba3b38a9,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,9ff1af46-9304-481d-9518-b866e508b777,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/a529575dd16dbd7f,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:50:32Z,2022-07-08T07:50:34Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:50:32Z,ConversationStart,false,/api/v2/analytics/reporting/exports/cf217777-c069-4df0-9626-dd0cba3b38a9
330df53f-64fd-4059-ad38-7fc2bdde44bd,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,93d2ce60-f298-4eb9-bc39-6eaca00a38cc,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/b5c8cc1168676260,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:50:13Z,2022-07-08T07:50:15Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:50:13Z,ConversationStart,false,/api/v2/analytics/reporting/exports/330df53f-64fd-4059-ad38-7fc2bdde44bd
0cb30aeb-f8df-480e-bcdc-280abcab4b10,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,1d6650f0-52c2-47d5-a07b-807e81923f53,COMPLETED,GMT,CSV,2022-06-12T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/d3a4ae2efecc5198,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:47:22Z,2022-07-08T07:47:28Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:47:22Z,ConversationStart,false,/api/v2/analytics/reporting/exports/0cb30aeb-f8df-480e-bcdc-280abcab4b10
c31cdb32-79f9-4634-a5cf-4495be60b26f,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,f42985f2-508e-400d-8ede-2c7d32eabb52,COMPLETED,GMT,CSV,2022-07-01T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/9a07e5e04d4d412a,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:33:49Z,2022-07-08T07:33:50Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:33:49Z,ConversationStart,false,/api/v2/analytics/reporting/exports/c31cdb32-79f9-4634-a5cf-4495be60b26f
4f2a4b54-77c0-4343-8a67-73f98c90bd19,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,5d317818-ae15-4186-81b3-abffd8a7b812,COMPLETED,GMT,CSV,2022-07-01T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/f94def2d298a375e,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:15:24Z,2022-07-08T07:15:25Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:15:24Z,ConversationStart,false,/api/v2/analytics/reporting/exports/4f2a4b54-77c0-4343-8a67-73f98c90bd19
ab6b3deb-1980-4564-ade3-07114d6b638c,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,5cb5a21c-7136-4963-a8b1-a9edbe89a0e9,COMPLETED,GMT,CSV,2022-07-01T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/1172b7bd56940281,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T07:14:32Z,2022-07-08T07:14:33Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T07:14:32Z,ConversationStart,false,/api/v2/analytics/reporting/exports/ab6b3deb-1980-4564-ade3-07114d6b638c
11661a3c-40cd-4fd3-b08b-b921674881ff,SAMPLE-AGENT_INTERACTION_DETAIL_VIEW,e044f680-1888-4232-9a5d-f195d78a68a8,COMPLETED,GMT,CSV,2022-07-01T00:00:00.000Z/2022-07-07T00:00:00.000Z,https://apps.mypurecloud.jp/platform/api/v2/downloads/def315e6b100358a,INTERACTION_SEARCH_VIEW,PT30M,mediaTypes: voice,false,2022-07-08T06:59:14Z,2022-07-08T06:59:15Z,en-us,1,true,false,true,true,false,COMMA,true,2022-07-08T06:59:13Z,ConversationStart,false,/api/v2/analytics/reporting/exports/11661a3c-40cd-4fd3-b08b-b921674881ff
