"userId","routingStatus.0.startTime","routingStatus.0.endTime","routingStatus.0.routingStatus","routingStatus.1.startTime","routingStatus.1.routingStatus","primaryPresence.0.startTime","primaryPresence.0.endTime","primaryPresence.0.systemPresence","primaryPresence.0.organizationPresenceId","primaryPresence.1.startTime","primaryPresence.1.endTime","primaryPresence.1.systemPresence","primaryPresence.1.organizationPresenceId","primaryPresence.2.startTime","primaryPresence.2.endTime","primaryPresence.2.systemPresence","primaryPresence.2.organizationPresenceId","primaryPresence.3.startTime","primaryPresence.3.endTime","primaryPresence.3.systemPresence","primaryPresence.3.organizationPresenceId","primaryPresence.4.startTime","primaryPresence.4.endTime","primaryPresence.4.systemPresence","primaryPresence.4.organizationPresenceId","primaryPresence.5.startTime","primaryPresence.5.endTime","primaryPresence.5.systemPresence","primaryPresence.5.organizationPresenceId","primaryPresence.6.startTime","primaryPresence.6.endTime","primaryPresence.6.systemPresence","primaryPresence.6.organizationPresenceId","primaryPresence.7.startTime","primaryPresence.7.endTime","primaryPresence.7.systemPresence","primaryPresence.7.organizationPresenceId","primaryPresence.8.startTime","primaryPresence.8.endTime","primaryPresence.8.systemPresence","primaryPresence.8.organizationPresenceId","primaryPresence.9.startTime","primaryPresence.9.endTime","primaryPresence.9.systemPresence","primaryPresence.9.organizationPresenceId","primaryPresence.10.startTime","primaryPresence.10.endTime","primaryPresence.10.systemPresence","primaryPresence.10.organizationPresenceId","primaryPresence.11.startTime","primaryPresence.11.endTime","primaryPresence.11.systemPresence","primaryPresence.11.organizationPresenceId","primaryPresence.12.startTime","primaryPresence.12.endTime","primaryPresence.12.systemPresence","primaryPresence.12.organizationPresenceId","primaryPresence.13.startTime","primaryPresence.13.endTime","primaryPresence.13.systemPresence","primaryPresence.13.organizationPresenceId","primaryPresence.14.startTime","primaryPresence.14.endTime","primaryPresence.14.systemPresence","primaryPresence.14.organizationPresenceId","primaryPresence.15.startTime","primaryPresence.15.endTime","primaryPresence.15.systemPresence","primaryPresence.15.organizationPresenceId","routingStatus.1.endTime","routingStatus.2.startTime","routingStatus.2.endTime","routingStatus.2.routingStatus","routingStatus.3.startTime","routingStatus.3.endTime","routingStatus.3.routingStatus","routingStatus.4.startTime","routingStatus.4.endTime","routingStatus.4.routingStatus","routingStatus.5.startTime","routingStatus.5.endTime","routingStatus.5.routingStatus","routingStatus.6.startTime","routingStatus.6.endTime","routingStatus.6.routingStatus","routingStatus.7.startTime","routingStatus.7.endTime","routingStatus.7.routingStatus","routingStatus.8.startTime","routingStatus.8.endTime","routingStatus.8.routingStatus","routingStatus.9.startTime","routingStatus.9.endTime","routingStatus.9.routingStatus","routingStatus.10.startTime","routingStatus.10.endTime","routingStatus.10.routingStatus","routingStatus.11.startTime","routingStatus.11.endTime","routingStatus.11.routingStatus","routingStatus.12.startTime","routingStatus.12.endTime","routingStatus.12.routingStatus","routingStatus.13.startTime","routingStatus.13.endTime","routingStatus.13.routingStatus","routingStatus.14.startTime","routingStatus.14.endTime","routingStatus.14.routingStatus","routingStatus.15.startTime","routingStatus.15.endTime","routingStatus.15.routingStatus","routingStatus.16.startTime","routingStatus.16.endTime","routingStatus.16.routingStatus","routingStatus.17.startTime","routingStatus.17.endTime","routingStatus.17.routingStatus","routingStatus.18.startTime","routingStatus.18.endTime","routingStatus.18.routingStatus","routingStatus.19.startTime","routingStatus.19.endTime","routingStatus.19.routingStatus","routingStatus.20.startTime","routingStatus.20.endTime","routingStatus.20.routingStatus","routingStatus.21.startTime","routingStatus.21.endTime","routingStatus.21.routingStatus","routingStatus.22.startTime","routingStatus.22.endTime","routingStatus.22.routingStatus","routingStatus.23.startTime","routingStatus.23.endTime","routingStatus.23.routingStatus","routingStatus.24.startTime","routingStatus.24.endTime","routingStatus.24.routingStatus"
"6ec549dd-3a90-4f3d-93c3-1f454f3473bb","2022-04-24T17:23:31.792Z","2022-07-27T03:30:56.196Z","OFF_QUEUE","2022-07-27T03:30:56.196Z","OFF_QUEUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8739f1cb-dd89-4ccf-9fc0-ba3d660220a5",,,,,,"2022-07-26T03:12:17.593Z","2022-07-26T13:04:59.168Z","AVAILABLE","6a3af858-942f-489d-9700-5f9bcdcdae9b","2022-07-26T13:04:59.168Z","2022-07-27T01:03:17.131Z","OFFLINE","ccf3c10a-aa2c-4845-8e8d-f59fa48c58e5","2022-07-27T01:03:17.131Z","2022-07-27T01:34:49.011Z","AVAILABLE","6a3af858-942f-489d-9700-5f9bcdcdae9b","2022-07-27T01:34:49.011Z","2022-07-27T02:45:50.887Z","OFFLINE","ccf3c10a-aa2c-4845-8e8d-f59fa48c58e5","2022-07-27T02:45:50.887Z","2022-07-27T06:26:20.113Z","AVAILABLE","6a3af858-942f-489d-9700-5f9bcdcdae9b","2022-07-27T06:26:20.113Z","2022-07-27T06:41:59.715Z","OFFLINE","ccf3c10a-aa2c-4845-8e8d-f59fa48c58e5","2022-07-27T06:41:59.715Z","2022-07-27T08:01:27.928Z","AVAILABLE","6a3af858-942f-489d-9700-5f9bcdcdae9b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8f87e4c6-76ca-42ea-b159-4631a5e9805f","2022-04-24T17:23:31.839Z","2022-07-27T03:30:56.255Z","OFF_QUEUE","2022-07-27T03:30:56.255Z","OFF_QUEUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a3c36930-1584-4db9-8acd-b96fe7738a6b","2022-04-06T04:22:56.464Z","2022-07-27T03:30:55.651Z","OFF_QUEUE","2022-07-27T03:30:55.651Z","OFF_QUEUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ad14db22-aeb0-416b-a8be-bfa87313ee7d","2022-04-01T02:17:31.466Z","2022-07-27T03:30:56.493Z","OFF_QUEUE","2022-07-27T03:30:56.493Z","OFF_QUEUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"adde2b93-a063-4b2b-85b4-4f25640defd5","2022-04-24T17:23:31.888Z","2022-07-27T03:30:56.348Z","OFF_QUEUE","2022-07-27T03:30:56.348Z","OFF_QUEUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b4bbcff4-8a96-41e7-a097-3614296169b9",,,,,,"2022-07-15T03:14:46.081Z","2022-07-26T09:18:40.334Z","OFFLINE","ccf3c10a-aa2c-4845-8e8d-f59fa48c58e5","2022-07-26T09:18:40.334Z","2022-07-26T11:33:39.658Z","AVAILABLE","6a3af858-942f-489d-9700-5f9bcdcdae9b","2022-07-26T11:33:39.658Z","2022-07-27T01:09:27.239Z","OFFLINE","ccf3c10a-aa2c-4845-8e8d-f59fa48c58e5","2022-07-27T01:09:27.239Z","2022-07-27T04:31:28.379Z","AVAILABLE","6a3af858-942f-489d-9700-5f9bcdcdae9b","2022-07-27T04:31:28.379Z","2022-07-27T04:38:18.635Z","OFFLINE","ccf3c10a-aa2c-4845-8e8d-f59fa48c58e5","2022-07-27T04:38:18.635Z","2022-07-27T04:52:28.413Z","AVAILABLE","6a3af858-942f-489d-9700-5f9bcdcdae9b","2022-07-27T04:52:28.413Z",,"OFFLINE","ccf3c10a-aa2c-4845-8e8d-f59fa48c58e5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b9149a7d-fa40-4d33-a01c-a7361a655438","2022-04-24T17:23:31.370Z","2022-07-27T03:30:55.773Z","OFF_QUEUE","2022-07-27T03:30:55.773Z","OFF_QUEUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bbd813fc-f31d-4535-9e02-31eb5fa90beb","2022-04-24T17:23:32.048Z","2022-07-27T03:30:56.570Z","OFF_QUEUE","2022-07-27T03:30:56.570Z","OFF_QUEUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"d1b443ee-46ec-49e6-ab54-8f17e68bdcbf","2022-04-05T01:45:44.238Z","2022-07-27T03:30:55.921Z","OFF_QUEUE","2022-07-27T03:30:55.921Z","OFF_QUEUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"da57b20c-4ba7-4bce-b2fa-3ccb777f617b","2022-04-24T17:23:32.359Z","2022-07-27T03:30:56.725Z","OFF_QUEUE","2022-07-27T03:30:56.725Z","OFF_QUEUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
