"id","selfUri"
"fbae2908-c86f-4316-9ef5-ab9a611a0317","/api/v2/authorization/subjects/fbae2908-c86f-4316-9ef5-ab9a611a0317"
"32a121dd-e481-43ab-834b-f30fa133cefb","/api/v2/authorization/subjects/32a121dd-e481-43ab-834b-f30fa133cefb"
"76160742-8ff9-410a-a827-e9e89fecaaf3","/api/v2/authorization/subjects/76160742-8ff9-410a-a827-e9e89fecaaf3"
"7f833acb-1adf-47b5-8d82-35ecf9341612","/api/v2/authorization/subjects/7f833acb-1adf-47b5-8d82-35ecf9341612"
"bdf41c33-4a7c-41f9-9d14-d12b020a102b","/api/v2/authorization/subjects/bdf41c33-4a7c-41f9-9d14-d12b020a102b"
"a3bb1644-be5b-47ba-8c4c-3baa884730c0","/api/v2/authorization/subjects/a3bb1644-be5b-47ba-8c4c-3baa884730c0"
"c9f15659-f9e7-4eee-8220-eef85164853d","/api/v2/authorization/subjects/c9f15659-f9e7-4eee-8220-eef85164853d"
